transaction_id,user_id,transaction_amount,transaction_location,merchant_id,transaction_time,device_type,previous_transactions,failed_transactions,account_age_days,user_credit_score,is_foreign_transaction,is_high_risk_country,is_vpn_used,merchant_category,transaction_channel,user_income,is_account_compromised,user_location,is_fraud
4953,1262,356.95,MI,137,661,mobile,40,16,2353,837,1,1,0,grocery,in-store,140292.3,0,TX,1
4954,5044,8628.06,TX,888,1168,tablet,95,35,942,590,1,1,0,entertainment,mobile,61313.47,0,OH,1
4955,2318,7614.43,OH,488,1440,mobile,85,60,840,701,0,0,0,retail,in-store,68874.95,0,CA,0
4956,6089,4965.25,GA,502,410,tablet,64,9,1599,539,0,0,0,grocery,in-store,188507.99,1,OH,0
4957,3527,2985.36,OH,159,2181,tablet,65,48,1200,567,0,0,0,entertainment,online,79333.82,0,FL,0
4958,7101,5434.15,IL,773,1254,tablet,73,63,2745,835,1,1,1,entertainment,mobile,62083.59,1,GA,1
4959,4012,141.08,GA,600,1037,desktop,63,55,1864,420,0,0,1,grocery,in-store,183215.57,1,IL,0
4960,5646,6282.61,WA,180,1193,mobile,43,19,2873,351,0,0,0,retail,in-store,195243.97,0,FL,0
4961,1822,5534.5,WA,255,153,desktop,80,69,1855,458,0,0,1,travel,online,123771.3,1,OH,1
4962,9666,5830.93,WA,847,1174,tablet,8,0,282,659,0,1,0,travel,in-store,128039.66,0,WA,0
4963,9354,5361.28,TX,615,1639,tablet,92,23,1569,560,0,1,0,entertainment,mobile,109988.03,1,TX,0
4964,5049,8402.22,GA,529,1860,mobile,67,28,212,596,1,0,1,retail,in-store,123734.12,0,NV,1
4965,8482,2702.6,CA,276,939,tablet,34,20,2767,315,0,1,0,electronics,in-store,195611.7,1,WA,0
4966,8241,3020.06,TX,717,1685,desktop,70,69,3054,708,0,1,0,electronics,mobile,80493.07,1,NY,0
4967,5824,5627.61,IL,459,752,mobile,96,93,643,848,0,0,0,retail,mobile,43575.04,0,IL,0
4968,8382,4201.97,IL,551,2120,tablet,56,54,718,535,0,1,1,retail,online,22826.78,0,GA,0
4969,4464,7014.77,FL,889,649,desktop,75,54,3498,813,0,1,0,retail,mobile,38471.31,1,TX,0
4970,6602,2144.4,FL,131,1739,mobile,12,12,3633,489,1,1,1,electronics,online,40227.15,1,NY,1
4971,8093,7424.68,NY,581,1954,desktop,65,46,2308,588,0,1,1,grocery,online,25771.01,1,GA,1
4972,3522,5717.69,GA,139,1777,desktop,73,31,3027,598,1,1,0,retail,online,99292.1,1,NV,1
4973,3368,6387.67,CA,577,2354,desktop,87,80,2455,415,0,0,1,grocery,mobile,68691.31,1,CA,1
4974,7537,8499.19,IL,496,1387,desktop,8,0,1980,567,0,1,1,grocery,in-store,74334.44,0,CA,1
4975,9691,7299.71,NY,223,1737,mobile,35,1,2545,328,1,1,0,retail,online,100398.79,1,FL,1
4976,8920,3436.38,IL,827,1567,tablet,82,17,863,482,1,0,1,grocery,online,31910.65,0,OH,0
4977,9007,4562.1,TX,894,2285,mobile,34,6,1446,513,0,0,0,travel,in-store,196509.76,0,NV,0
4978,5265,9315.39,TX,940,938,tablet,41,8,2693,825,1,1,0,entertainment,in-store,27024.63,1,NY,1
4979,7507,6885.14,NY,972,2098,mobile,81,8,2377,578,0,0,0,grocery,mobile,134035.63,0,FL,0
4980,8061,3600.11,NV,507,526,desktop,80,7,288,615,1,0,1,travel,online,124228.51,1,GA,1
4981,7840,5763.09,NY,364,328,tablet,66,58,1814,839,1,1,1,entertainment,mobile,88704.38,1,NV,1
4982,1342,5200.74,IL,130,1876,tablet,17,13,191,465,0,1,1,entertainment,in-store,90677.44,1,OH,1
4983,3326,3469.31,FL,796,1851,desktop,28,24,3373,433,0,0,0,retail,online,50655.59,0,OH,0
4984,7220,2931.88,NV,178,1981,mobile,34,2,733,415,0,0,1,grocery,mobile,186515.69,0,CA,0
4985,5461,7387.74,OH,965,1548,desktop,61,33,1617,417,1,1,0,entertainment,mobile,189919.69,1,IL,1
4986,5645,8118.42,NV,159,131,tablet,76,74,2498,850,0,0,1,entertainment,online,196506.82,1,IL,1
4987,6430,7515.83,MI,726,76,tablet,26,0,3367,642,0,0,0,electronics,mobile,95212.83,0,GA,0
4988,4641,7461.77,FL,908,543,mobile,91,84,1142,633,0,0,0,travel,mobile,75394.91,0,FL,0
4989,9094,2336.39,CA,603,1944,tablet,92,24,1113,526,1,1,1,travel,in-store,77945.52,0,FL,1
4990,8716,5819.25,NV,539,42,mobile,22,20,3189,611,0,0,0,electronics,mobile,188778.41,0,NV,0
4991,9567,6262.18,CA,792,1755,tablet,87,49,3529,558,1,1,0,entertainment,in-store,199773.77,0,NY,1
4992,2908,4195.09,MI,258,1868,mobile,10,6,1008,506,1,1,0,entertainment,online,30757.18,0,OH,1
4993,8287,1133.48,WA,654,896,desktop,81,38,3408,546,1,0,0,retail,online,122136.81,0,TX,0
4994,2752,1182.76,IL,880,1215,mobile,41,10,3043,508,1,0,1,grocery,in-store,190152.94,0,MI,0
4995,9885,6202.68,WA,991,460,mobile,21,13,3370,546,1,0,0,travel,mobile,73523.22,1,NV,0
4996,6969,1200.57,FL,927,2021,mobile,47,46,2213,794,1,0,1,electronics,in-store,85622.99,0,TX,0
4997,5920,3405.87,GA,770,1154,mobile,13,8,3533,576,1,0,0,electronics,online,138486.24,0,CA,0
4998,4950,4993.65,NV,895,1349,mobile,3,0,827,461,0,0,0,retail,in-store,139410.45,1,CA,0
4999,8423,219.99,FL,983,1939,desktop,20,16,1708,319,0,1,1,electronics,in-store,171725.29,0,GA,0
5000,3127,4295.95,MI,935,1002,desktop,67,0,2084,438,0,0,1,retail,online,144637.13,1,TX,1
5001,1005,5390.37,FL,617,652,desktop,71,4,1407,492,0,0,0,retail,mobile,56802.39,1,OH,0
5002,4449,6736.62,WA,206,1240,tablet,86,7,2385,842,1,0,1,travel,in-store,163517.11,0,WA,1
5003,6307,5375.93,NY,812,823,desktop,51,23,2657,420,0,1,1,retail,in-store,110472.03,1,OH,1
5004,5023,6952.34,FL,402,1105,mobile,60,3,2758,311,0,0,1,entertainment,mobile,63832.7,0,OH,1
5005,2464,9370.84,NY,610,1715,tablet,81,14,2658,623,0,1,1,electronics,mobile,177646.1,1,FL,1
5006,1755,9592.33,MI,600,1871,tablet,89,1,1886,431,0,0,0,electronics,mobile,186620.61,1,CA,0
5007,6306,1271.03,IL,415,1258,tablet,61,45,269,694,1,1,0,electronics,mobile,133658.46,1,MI,1
5008,9394,2225.03,OH,856,2305,mobile,38,12,624,671,0,0,0,electronics,online,176393.6,0,WA,0
5009,8073,2491.31,NV,352,1461,desktop,18,11,2630,736,0,0,0,entertainment,online,154458.75,0,TX,0
5010,8182,7843.57,IL,391,1183,desktop,43,43,3079,809,1,1,0,retail,online,161648.34,1,FL,1
5011,5885,9631.0,CA,687,1236,tablet,59,52,943,317,0,1,0,retail,online,20175.94,1,GA,1
5012,6966,6088.07,WA,212,2300,tablet,62,24,2038,838,0,1,0,grocery,mobile,147479.48,0,IL,0
5013,6006,7528.83,FL,948,2204,mobile,43,17,19,649,0,0,1,electronics,online,190889.07,0,NV,1
5014,1316,752.96,FL,648,1863,desktop,59,25,2824,329,1,1,0,travel,online,90838.41,1,MI,1
5015,9496,9391.27,GA,163,957,mobile,14,10,479,326,0,1,1,entertainment,online,87542.54,0,CA,1
5016,8980,7462.27,IL,333,442,mobile,62,23,3178,736,0,0,1,travel,mobile,103109.46,0,CA,1
5017,1833,6029.36,NV,273,2091,desktop,67,9,1080,607,0,0,0,electronics,mobile,170423.39,1,WA,0
5018,4109,7227.96,IL,851,461,desktop,91,51,944,413,1,0,0,entertainment,in-store,81404.22,1,IL,0
5019,5894,1126.57,CA,409,656,tablet,82,0,610,366,1,0,1,retail,in-store,20007.07,0,IL,0
5020,7163,9055.61,FL,596,7,desktop,42,5,2354,333,0,1,1,electronics,online,32195.62,0,FL,1
5021,2342,3009.16,IL,274,497,mobile,97,57,3335,479,0,1,1,electronics,online,44438.31,1,FL,1
5022,2403,2248.67,GA,639,255,tablet,16,0,333,370,0,1,0,entertainment,in-store,40921.68,1,IL,0
5023,2904,3628.0,FL,884,360,tablet,44,7,2013,744,1,1,1,retail,mobile,105466.37,0,CA,1
5024,9245,6856.37,WA,927,20,tablet,87,39,3540,501,1,0,1,travel,online,73099.56,1,CA,1
5025,5225,5423.93,IL,782,1577,mobile,6,3,1983,513,1,1,0,grocery,mobile,82641.05,0,NY,1
5026,1300,7395.09,WA,374,66,tablet,74,56,2198,352,1,0,0,entertainment,online,48229.29,0,IL,0
5027,6193,6575.86,WA,178,1755,tablet,62,37,890,555,0,0,0,entertainment,online,158543.66,1,IL,1
5028,8844,6074.95,IL,698,758,tablet,21,4,1515,701,0,0,1,travel,online,56110.16,1,NY,1
5029,4259,7047.37,MI,694,2128,tablet,34,15,2340,580,1,1,1,electronics,online,90555.11,0,CA,1
5030,2475,2934.45,NV,764,151,desktop,35,1,235,476,1,1,0,travel,online,126558.02,1,OH,1
5031,5874,3060.64,CA,794,2241,mobile,87,30,2394,776,0,0,1,electronics,in-store,199640.93,0,FL,0
5032,1875,681.75,TX,557,1718,desktop,57,45,3241,403,1,1,0,grocery,online,50968.42,0,GA,1
5033,2815,4243.69,IL,883,821,tablet,39,5,3508,845,0,1,1,grocery,mobile,89079.82,0,IL,0
5034,1702,8422.16,TX,756,1897,desktop,72,15,1007,496,1,0,1,entertainment,mobile,121726.9,0,NY,1
5035,5356,6953.68,MI,354,1316,desktop,25,12,1123,410,0,1,1,grocery,online,75240.9,1,MI,1
5036,2854,2776.73,OH,349,515,mobile,57,36,3384,486,0,0,0,travel,online,68722.66,1,NY,1
5037,4007,3790.69,IL,928,1363,desktop,38,29,1114,464,1,0,0,retail,in-store,45985.25,0,IL,0
5038,3714,132.43,NV,406,1948,tablet,75,46,492,721,1,1,0,retail,online,86205.31,1,NY,1
5039,9320,3857.7,NV,535,1320,desktop,95,37,189,708,0,0,1,retail,online,49272.32,1,NY,1
5040,7169,6751.49,GA,398,1519,mobile,87,54,2118,409,1,0,0,electronics,in-store,84941.47,0,IL,0
5041,5357,2695.83,MI,214,1367,tablet,35,11,1183,469,0,0,0,electronics,online,51572.04,1,NV,1
5042,5523,1728.48,NY,103,1376,tablet,96,67,975,823,0,0,1,grocery,in-store,97067.67,0,TX,0
5043,8640,1288.09,OH,353,1822,desktop,54,21,621,712,1,1,0,travel,in-store,123686.12,0,TX,1
5044,9611,9589.19,OH,599,913,mobile,95,70,905,485,1,0,0,travel,mobile,74536.69,1,TX,0
5045,1634,8240.68,GA,480,810,tablet,5,5,1728,778,0,0,1,entertainment,online,99550.47,0,IL,1
5046,8278,2423.32,MI,561,755,tablet,81,30,1986,669,1,0,0,retail,online,188404.81,0,OH,0
5047,3760,9017.15,WA,521,1498,tablet,51,3,1193,317,0,1,1,entertainment,in-store,123090.53,1,GA,1
5048,3257,9889.91,MI,111,943,tablet,68,58,1706,621,0,1,0,electronics,mobile,130727.42,0,CA,0
5049,4414,3479.68,NV,787,346,tablet,69,11,3188,762,1,0,0,travel,online,165955.03,0,GA,0
5050,2068,2292.51,OH,964,2189,tablet,50,14,2250,536,1,0,0,travel,online,42551.55,1,CA,1
5051,2145,1440.99,NV,577,1478,mobile,5,0,2452,301,1,0,1,electronics,in-store,71891.31,1,GA,0
5052,3163,4021.13,GA,859,626,tablet,57,55,860,342,0,0,0,travel,online,21801.1,0,NV,0
5053,6729,9484.19,FL,299,463,desktop,38,36,2126,823,0,0,0,entertainment,in-store,116828.49,1,NY,0
5054,8253,3685.08,FL,923,420,tablet,13,5,2252,822,0,0,1,electronics,online,78963.59,0,OH,0
5055,5738,2330.02,NY,931,2337,mobile,100,42,1531,526,1,1,1,travel,online,118087.94,0,NY,1
5056,1299,9583.66,MI,507,132,tablet,96,39,950,377,1,1,0,entertainment,in-store,32654.93,0,OH,1
5057,1791,5400.03,CA,808,126,tablet,7,2,1202,363,1,0,1,electronics,mobile,23117.45,1,MI,1
5058,5422,3843.31,OH,224,606,desktop,64,56,2495,591,0,1,1,electronics,mobile,175688.01,1,GA,0
5059,7907,8134.59,NY,116,1600,tablet,71,55,931,561,0,1,0,electronics,in-store,171184.54,0,TX,0
5060,6636,3685.74,OH,247,744,tablet,45,16,3332,592,1,0,1,retail,in-store,91525.21,1,IL,0
5061,7844,1121.61,GA,426,2348,desktop,86,80,2086,805,0,0,1,electronics,in-store,59040.09,1,CA,0
5062,1222,6760.32,FL,406,2341,tablet,17,10,1567,797,1,0,0,grocery,in-store,173681.69,1,NY,0
5063,4750,4204.84,IL,924,1402,mobile,35,15,409,347,0,0,1,retail,online,46187.02,0,NY,0
5064,1173,9726.93,GA,687,987,mobile,53,21,3354,716,1,0,1,entertainment,mobile,39973.76,1,NV,1
5065,7890,5693.6,MI,182,7,mobile,3,3,1560,748,0,1,1,grocery,online,138001.68,1,WA,1
5066,1668,2087.21,GA,406,1595,desktop,92,36,1587,487,0,0,1,entertainment,in-store,103351.88,0,NY,0
5067,4779,8652.99,FL,106,1520,desktop,71,16,381,792,0,1,1,electronics,mobile,96680.79,0,NV,1
5068,8747,7709.36,NV,162,2129,desktop,10,8,323,354,0,1,1,retail,online,48211.07,1,NV,1
5069,9263,583.63,WA,560,2320,desktop,79,8,1762,451,0,0,1,electronics,mobile,68339.26,1,NV,0
5070,2599,1882.16,CA,501,1044,tablet,49,49,2147,629,0,1,1,electronics,mobile,20594.11,1,IL,0
5071,8047,8442.76,IL,405,2221,tablet,4,1,652,577,0,1,1,retail,online,149567.16,1,GA,1
5072,6639,3712.91,IL,895,1062,tablet,71,34,769,453,1,0,0,retail,mobile,32875.55,0,CA,0
5073,9495,6011.79,TX,823,541,mobile,38,12,381,588,1,1,1,retail,online,45356.2,1,GA,1
5074,3956,1502.18,IL,553,326,tablet,78,1,1159,442,0,1,0,grocery,online,61529.84,0,NV,0
5075,3403,1559.12,IL,956,2070,mobile,56,22,1716,533,1,0,1,travel,online,177795.04,1,NV,1
5076,4087,4457.08,IL,347,1789,desktop,57,21,3294,336,1,0,0,travel,online,81507.53,0,NY,0
5077,7648,3506.72,OH,239,46,tablet,6,1,330,721,0,0,0,travel,in-store,90538.41,1,TX,0
5078,1473,1364.81,OH,160,141,mobile,72,34,586,537,1,1,0,electronics,online,166316.42,1,IL,1
5079,8479,7563.09,MI,784,2198,tablet,2,1,3645,417,0,1,0,electronics,in-store,122978.62,1,IL,0
5080,4612,5852.54,CA,512,1490,tablet,10,9,2318,346,0,0,1,travel,in-store,180221.24,0,OH,1
5081,9611,4591.66,OH,472,33,mobile,33,31,157,833,1,0,1,travel,mobile,105766.46,0,IL,0
5082,8316,1479.9,MI,364,1124,tablet,32,19,1469,314,0,1,1,retail,in-store,168753.0,1,MI,0
5083,5277,4400.88,GA,475,337,tablet,19,7,1765,368,1,1,1,entertainment,in-store,144632.84,0,NV,1
5084,6428,329.88,GA,485,347,desktop,70,48,3400,758,1,0,0,travel,in-store,186956.87,0,MI,0
5085,3533,9080.14,NV,569,868,mobile,91,10,1131,562,1,0,0,entertainment,mobile,151809.23,1,NV,0
5086,2697,7002.61,IL,420,1808,tablet,76,66,1673,830,1,0,0,entertainment,online,93881.82,0,NV,0
5087,6788,8403.0,NY,202,1644,desktop,1,0,2748,401,0,0,1,retail,in-store,118088.53,1,MI,1
5088,4365,1006.89,IL,431,2078,mobile,59,45,1595,674,0,1,0,entertainment,online,183247.77,0,WA,0
5089,9556,6517.78,OH,219,408,desktop,71,9,1089,468,1,1,0,entertainment,in-store,138976.66,0,NY,1
5090,1736,1254.9,IL,488,577,desktop,83,35,2380,613,0,1,1,travel,in-store,49124.3,1,NY,0
5091,7079,5469.25,WA,568,872,desktop,27,1,3530,711,1,1,0,entertainment,in-store,141203.73,1,GA,1
5092,2786,6721.52,CA,693,1041,desktop,34,30,2071,632,0,1,1,retail,mobile,67611.43,1,WA,1
5093,2414,8265.93,MI,177,1116,tablet,15,15,3527,587,1,1,0,electronics,online,171545.46,1,NV,1
5094,8810,3985.39,NV,391,1003,tablet,2,2,955,841,1,0,0,entertainment,online,190446.25,1,IL,1
5095,8957,8185.2,IL,977,2225,desktop,86,53,2634,456,0,1,0,travel,in-store,181579.43,0,OH,0
5096,4090,5272.44,NY,815,1108,desktop,21,7,1274,362,0,0,1,electronics,online,196741.31,0,IL,1
5097,4942,2503.51,TX,977,2042,desktop,37,7,26,527,1,1,1,grocery,mobile,145221.6,1,TX,1
5098,8140,8515.84,NY,511,219,desktop,90,55,2605,698,0,1,1,travel,online,158410.58,1,CA,1
5099,4962,7173.91,WA,345,517,tablet,47,21,3253,342,1,0,1,retail,in-store,112182.93,0,IL,1
5100,3916,1769.12,IL,322,1522,mobile,47,6,1891,836,1,1,0,retail,online,123493.83,1,CA,1
5101,5067,3424.43,NY,981,1467,tablet,74,44,184,476,1,1,0,retail,online,159104.88,1,IL,1
5102,2426,8873.16,GA,818,60,tablet,49,22,2346,725,1,1,1,retail,mobile,97430.34,0,OH,1
5103,8215,5065.0,MI,277,1303,tablet,80,30,878,740,0,1,1,travel,mobile,169359.62,0,GA,1
5104,2915,2011.09,WA,850,85,tablet,23,7,3058,406,1,0,0,grocery,in-store,132848.36,1,GA,0
5105,1839,6489.62,OH,498,685,desktop,58,36,507,648,1,0,0,electronics,mobile,166578.99,1,FL,0
5106,3160,8286.94,IL,337,1167,mobile,77,26,1111,631,0,0,1,entertainment,mobile,39476.7,1,GA,1
5107,4677,3468.73,CA,968,1650,mobile,20,7,2881,429,0,1,1,grocery,in-store,105377.23,0,NV,0
5108,3930,8065.28,IL,270,867,tablet,52,32,2549,389,0,0,0,travel,in-store,157883.32,0,IL,0
5109,5108,764.86,GA,404,1608,desktop,82,34,111,601,0,1,1,electronics,in-store,192930.58,1,NV,0
5110,3978,1270.02,NV,954,932,desktop,53,10,2789,459,0,0,0,retail,in-store,58605.32,0,NY,0
5111,7161,6507.3,NV,131,231,desktop,9,0,126,329,1,1,0,grocery,in-store,93455.64,1,TX,1
5112,1569,8302.85,FL,469,2180,desktop,15,3,659,399,1,0,1,electronics,in-store,21368.12,1,GA,1
5113,8685,2427.42,WA,275,215,mobile,2,0,232,798,1,1,0,grocery,online,100446.16,1,CA,1
5114,8090,7820.74,CA,435,643,desktop,1,0,279,618,0,1,0,retail,mobile,150717.45,1,NV,0
5115,1722,3801.66,WA,204,1886,mobile,99,30,2924,822,0,1,0,grocery,online,136969.32,1,MI,1
5116,9383,3029.37,NV,836,380,desktop,26,9,2092,838,0,0,1,grocery,in-store,145225.18,0,NY,0
5117,2995,7950.93,CA,742,2168,desktop,100,14,2475,525,1,1,0,grocery,mobile,58141.82,1,CA,1
5118,4909,8681.3,OH,917,2120,mobile,62,31,1163,710,0,0,0,travel,online,82390.85,1,IL,1
5119,8003,9360.05,FL,436,2319,desktop,87,14,1698,339,1,1,1,retail,mobile,27647.77,1,NV,1
5120,5923,7682.21,MI,641,223,tablet,55,46,583,426,1,1,1,travel,in-store,105848.09,1,NV,1
5121,7183,2567.57,IL,913,157,tablet,79,61,1280,455,1,0,1,travel,mobile,159616.59,0,FL,0
5122,4238,3844.92,NY,651,1395,mobile,81,34,3175,648,1,0,0,grocery,online,183107.36,0,MI,0
5123,2474,5244.08,FL,739,2273,mobile,21,10,5,314,0,0,1,travel,mobile,103731.36,1,CA,1
5124,8969,6293.83,FL,405,829,mobile,98,39,1250,630,1,0,1,travel,mobile,172519.45,0,NY,1
5125,8928,9357.57,NV,446,2219,tablet,57,3,2736,700,0,0,1,travel,online,182195.53,0,CA,1
5126,7945,6582.39,MI,501,1118,desktop,90,85,824,438,0,1,0,retail,in-store,118169.32,1,WA,0
5127,6398,5710.08,WA,258,1518,tablet,2,1,3064,395,1,0,0,retail,in-store,173317.41,1,MI,0
5128,8683,8980.49,NV,240,1339,tablet,60,26,1561,496,0,0,0,entertainment,mobile,148736.97,1,NY,0
5129,8289,7493.35,FL,896,1985,desktop,24,21,1108,353,1,1,0,travel,online,44363.44,1,TX,1
5130,2710,2751.39,CA,322,1586,mobile,4,2,1755,336,1,1,0,grocery,online,94958.42,0,NY,1
5131,1245,4292.58,GA,768,259,tablet,66,18,262,731,1,1,0,retail,online,142480.77,1,IL,1
5132,3635,1266.74,FL,937,287,desktop,26,4,3567,845,1,0,0,grocery,online,110694.31,1,IL,1
5133,7768,6541.26,OH,313,2247,mobile,24,1,260,517,1,1,1,retail,in-store,53361.71,1,MI,1
5134,5226,2246.39,TX,836,923,desktop,54,43,3316,760,0,1,0,entertainment,online,52397.6,1,WA,1
5135,4286,7400.54,NV,190,1201,desktop,9,2,1085,352,0,0,1,travel,in-store,20772.89,0,WA,1
5136,1384,9591.61,FL,993,1188,mobile,47,2,2268,405,1,0,0,electronics,mobile,40597.51,0,OH,0
5137,2169,395.53,WA,812,1425,desktop,13,10,2152,639,1,1,0,retail,mobile,66613.62,1,GA,1
5138,6814,5073.79,WA,604,2038,tablet,33,17,1719,678,1,1,0,travel,online,64108.25,0,WA,1
5139,4081,9390.52,NV,786,171,desktop,63,54,1606,647,0,0,1,retail,in-store,80513.23,1,OH,1
5140,9198,6345.34,FL,723,328,desktop,31,20,956,460,0,0,1,travel,in-store,103764.09,0,FL,1
5141,4902,7349.88,CA,555,115,tablet,9,9,2342,505,1,1,0,electronics,online,98247.84,0,CA,1
5142,9260,2987.72,MI,660,448,desktop,32,0,2886,785,1,1,0,grocery,online,181249.35,1,OH,1
5143,6453,9067.2,CA,530,1709,desktop,23,22,872,729,0,0,0,travel,mobile,138359.68,1,GA,0
5144,5315,1193.55,MI,382,1939,desktop,61,58,1539,835,1,0,0,electronics,online,55047.11,0,WA,0
5145,4298,8784.05,GA,478,2190,tablet,43,30,1449,806,1,1,1,grocery,mobile,143579.49,0,GA,1
5146,9985,7633.66,IL,235,499,desktop,2,2,3382,386,0,0,1,retail,online,94517.6,0,TX,1
5147,9158,671.96,GA,530,1196,desktop,80,70,1878,425,1,0,1,grocery,mobile,81594.28,0,WA,0
5148,4419,6077.21,MI,997,961,mobile,9,2,2542,474,0,1,0,electronics,mobile,82069.16,0,NV,0
5149,7661,3663.31,OH,350,1839,tablet,28,13,352,588,0,0,0,retail,mobile,31209.09,1,NV,0
5150,4142,2012.55,IL,398,711,tablet,98,57,2401,374,0,0,1,travel,in-store,172367.92,1,NV,0
5151,8362,5395.68,NV,599,1420,desktop,62,0,207,318,0,1,0,travel,in-store,147034.62,0,GA,0
5152,1872,5017.6,WA,633,230,tablet,58,40,1133,677,1,1,1,entertainment,online,68103.43,1,TX,1
5153,1690,4717.23,IL,468,1566,tablet,23,0,800,658,1,0,1,travel,in-store,85473.89,1,FL,0
5154,2577,9884.67,GA,612,138,desktop,56,38,2591,774,1,0,1,travel,online,93260.07,0,CA,1
5155,5510,3413.67,WA,835,21,mobile,79,17,3612,342,1,1,1,entertainment,mobile,187375.86,0,TX,1
5156,4595,1287.03,MI,769,169,mobile,78,9,1625,304,1,1,0,entertainment,in-store,80282.83,1,TX,1
5157,8384,4545.12,TX,311,283,mobile,31,7,205,472,1,1,0,travel,online,156444.34,1,IL,1
5158,6432,6345.01,OH,867,356,tablet,85,30,1403,336,1,0,0,entertainment,in-store,99111.66,0,WA,0
5159,4396,3694.09,NV,704,309,desktop,79,45,607,665,0,1,0,grocery,mobile,35841.47,1,NY,0
5160,4471,2638.88,NV,684,1211,desktop,43,43,1548,487,1,1,0,travel,in-store,198257.81,1,NY,1
5161,6480,3083.38,GA,260,1555,mobile,23,20,1601,570,0,1,0,electronics,in-store,177712.2,0,WA,0
5162,8403,221.22,WA,146,638,mobile,62,5,103,826,1,0,0,travel,in-store,66571.42,1,WA,0
5163,9217,8609.6,GA,577,236,mobile,51,15,2946,733,1,1,0,entertainment,mobile,175970.77,1,OH,1
5164,5726,4789.28,NY,765,340,mobile,50,23,2884,445,0,0,0,retail,mobile,97718.69,0,GA,0
5165,3408,931.43,FL,230,726,mobile,96,79,400,378,1,1,0,entertainment,mobile,26064.53,0,WA,1
5166,2059,4892.88,MI,658,1254,tablet,22,7,2137,538,1,1,1,electronics,in-store,119409.68,1,OH,1
5167,2447,9201.72,FL,622,1937,tablet,61,33,2512,464,1,1,0,entertainment,online,80279.16,0,MI,1
5168,6954,6769.65,FL,436,865,tablet,18,18,2890,627,0,1,1,retail,mobile,55943.94,0,IL,1
5169,1810,9655.38,TX,738,2072,mobile,24,12,475,612,0,1,0,retail,in-store,168684.01,0,NV,0
5170,1354,4173.47,CA,198,959,mobile,4,4,109,630,0,1,1,electronics,mobile,168325.58,1,MI,0
5171,4454,5039.06,IL,723,32,tablet,83,65,3648,845,1,1,1,retail,online,29863.96,0,TX,1
5172,7811,5882.65,NV,401,927,desktop,43,14,1655,413,1,0,1,entertainment,in-store,180377.04,1,TX,1
5173,4562,8556.04,TX,222,496,mobile,32,4,3565,471,0,1,0,electronics,online,32606.07,1,OH,1
5174,4188,8694.58,NV,106,1606,tablet,73,63,3031,622,1,0,0,travel,online,117674.57,0,GA,0
5175,5446,132.54,OH,808,1984,tablet,91,39,2992,675,1,1,0,grocery,in-store,49261.11,0,TX,1
5176,4436,840.38,MI,819,1064,desktop,78,11,569,414,1,1,0,grocery,online,21392.82,0,NY,1
5177,3700,1431.33,NY,420,1208,desktop,1,1,3481,560,0,0,0,retail,mobile,86960.31,1,GA,0
5178,6819,2923.26,MI,346,531,mobile,48,37,2878,822,1,0,0,grocery,in-store,185980.43,1,NY,0
5179,7192,1330.15,CA,139,276,mobile,20,4,2235,412,1,1,1,travel,mobile,22581.78,1,IL,1
5180,6247,6080.14,OH,488,1646,desktop,43,6,2139,641,0,1,0,electronics,in-store,86640.87,1,OH,0
5181,2397,1784.7,OH,313,621,desktop,100,90,2237,751,0,1,0,retail,mobile,71099.55,0,NY,0
5182,8897,8431.18,OH,696,1824,desktop,57,15,1435,776,1,0,0,grocery,in-store,154706.79,1,FL,0
5183,5853,5502.61,MI,301,1912,tablet,83,39,1969,346,0,0,1,entertainment,in-store,26988.82,1,NV,1
5184,7311,3441.75,OH,423,433,desktop,23,14,1474,598,0,0,0,electronics,in-store,95025.74,1,OH,0
5185,1222,6483.11,NY,611,488,tablet,24,7,908,492,0,0,1,electronics,in-store,71911.78,1,NY,1
5186,8491,9624.91,IL,656,203,desktop,17,2,935,791,0,0,1,retail,online,54833.94,0,CA,1
5187,2750,4650.07,WA,209,444,mobile,22,9,2132,412,0,1,1,electronics,in-store,22588.62,1,NV,0
5188,9186,5219.11,IL,721,548,tablet,40,33,956,313,0,1,1,electronics,online,179982.74,1,IL,1
5189,1158,8326.29,NY,479,5,mobile,100,9,440,366,1,0,1,electronics,mobile,175133.18,0,OH,1
5190,6149,3341.04,CA,408,2004,desktop,48,16,2628,511,1,0,1,travel,mobile,91145.71,0,MI,0
5191,3063,877.3,NY,204,1703,mobile,81,67,1026,480,1,1,0,grocery,in-store,117845.72,1,TX,1
5192,7012,106.78,WA,398,2092,mobile,67,61,2977,502,0,0,1,grocery,mobile,38216.52,0,NV,0
5193,2505,710.21,TX,443,1559,mobile,8,2,2577,488,0,1,1,retail,in-store,86481.83,1,CA,0
5194,3417,9863.21,NY,306,573,mobile,61,19,2948,690,0,0,0,travel,mobile,185990.3,0,CA,0
5195,8384,620.54,TX,827,1999,mobile,39,26,1814,439,1,0,0,entertainment,mobile,39204.44,1,NY,0
5196,8973,8184.67,MI,583,998,tablet,18,16,3439,437,0,1,1,travel,mobile,123275.02,1,TX,1
5197,1157,802.11,WA,885,383,tablet,21,7,3395,732,1,1,1,entertainment,online,124237.76,1,NV,1
5198,5487,6264.3,CA,260,687,mobile,31,21,3586,773,0,1,1,retail,online,29303.5,1,MI,1
